province;red;green;blue;x;x
11364;160;64;0;Cize;x
11365;141;64;0;Fermavo;x
11366;132;64;0;Yejtapuland;x
11367;131;64;0;Vimu;x
11368;127;64;0;Wopox;x
11369;126;64;0;Qofaqu;x
11370;122;64;0;Zejpi;x
11371;118;64;0;Sigovlo;x
11372;106;64;0;Coyhakgor;x
11373;105;64;0;Bucirzeb;x
11374;97;64;0;Yolloc;x
11375;89;64;0;Secunyeb;x
11376;87;64;0;Vozo;x
11377;85;64;0;Jekustuca;x
11378;82;64;0;Ri;x
11379;63;64;0;Dammo;x
11380;61;64;0;Qelawi;x
11381;59;64;0;Vevholja;x
11382;58;64;0;Cegefa;x
11383;49;64;0;Govus;x
11384;39;64;0;Hevewuybo;x
11385;33;64;0;Mumejobe;x
11386;16;64;0;Xovwid;x
11387;14;64;0;Vezhe;x
11388;10;64;0;To;x
11389;9;64;0;Zepuscor;x
11390;6;64;0;Ralindu;x
11391;3;64;0;Rigera;x
11392;1;64;0;Zekriyelqayef;x
11393;252;63;0;Cimi;x
11394;249;63;0;Qixtigwo;x
11395;247;63;0;Tosi;x
11396;233;63;0;Niwamo;x
11397;231;63;0;Pisisfeq;x
11398;223;63;0;Farojvoblere;x
11399;221;63;0;Rirboj;x
11400;213;63;0;Datigdatez;x
11401;210;63;0;Zifapac;x
11402;209;63;0;Zataciwyoh;x
11403;208;63;0;Givkittuz;x
11404;202;63;0;Deqizsivapbip;x
11405;190;63;0;Komiy;x
11406;187;63;0;Hufwerokzak;x
11407;181;63;0;Nolizbem;x
11408;179;63;0;Zardewland;x
11409;176;63;0;Fa;x
11410;175;63;0;Popxopgo;x
11411;148;63;0;Xorac;x
11412;145;63;0;Yexjukifoqmic;x
11413;142;63;0;Jigezfopland;x
11414;138;63;0;Nurugih;x
11415;133;63;0;Dibce;x
11416;131;63;0;Vipewfufic;x
11417;129;63;0;Zehjaqopo;x
11418;119;63;0;Cofdux;x
11419;106;63;0;Tosoqaland;x
11420;100;63;0;Vozajufis;x
11421;94;63;0;Cikmepjik;x
11422;91;63;0;Zahconaw;x
11423;86;63;0;Hanu;x
11424;85;63;0;Xisya;x
11425;72;63;0;Xokkac;x
11426;69;63;0;Ya;x
11427;67;63;0;Hindij;x
11428;53;63;0;Caheq;x
11429;37;63;0;Nudocuc;x
11430;36;63;0;Noklompef;x
11431;32;63;0;Pibebudoh;x
11432;26;63;0;Maqinpimi;x
11433;24;63;0;Cifeq;x
11434;23;63;0;Boxa;x
11435;22;63;0;Kahel;x
11436;20;63;0;Gov;x
11437;18;63;0;Yekwa;x
11438;17;63;0;Gugani;x
11439;15;63;0;Zepedsi;x
11440;13;63;0;Yewqoce;x
11441;12;63;0;Zujma;x
11442;4;63;0;Yugex;x
11443;253;62;0;Tedutqarziland;x
11444;245;62;0;Kixguwdam;x
11445;244;62;0;Diweju;x
11446;242;62;0;Xivex;x
11447;241;62;0;Toqxi;x
11448;239;62;0;Mitepo;x
11449;237;62;0;Gejigipuk;x
11450;234;62;0;Pofuho;x
11451;228;62;0;Xuzazzo;x
11452;227;62;0;Ramobol;x
11453;224;62;0;Yotohcuzqeddu;x
11454;218;62;0;Guhefvaza;x
11455;216;62;0;Xugmeva;x
11456;214;62;0;Weshixe;x
11457;212;62;0;Daxhis;x
11458;210;62;0;Reziztiw;x
11459;208;62;0;Ru;x
11460;206;62;0;Yeruxnavvu;x
11461;202;62;0;Pehaf;x
11462;199;62;0;Xumroqxu;x
11463;192;62;0;Zikto;x
11464;183;62;0;Negwu;x
11465;182;62;0;Wu;x
11466;181;62;0;Kesmegce;x
11467;175;62;0;Xexaykawosju;x
11468;174;62;0;Kexedland;x
11469;169;62;0;Jimlawne;x
11470;168;62;0;Nakpib;x
11471;163;62;0;Duz;x
11472;161;62;0;Wawajqasum;x
11473;158;62;0;Xesfulbosda;x
11474;141;62;0;Hevgohur;x
11475;139;62;0;Jezpizipiq;x
11476;137;62;0;Veperallim;x
11477;123;62;0;Gowifxe;x
11478;121;62;0;Cokumeryifem;x
11479;118;62;0;Yuwcupcavqa;x
11480;115;62;0;Vowhurqab;x
11481;112;62;0;Bacliwsigpuc;x
11482;108;62;0;Xijezezu;x
11483;107;62;0;Vujvu;x
11484;106;62;0;Dilucev;x
11485;90;62;0;Nuqwi;x
11486;89;62;0;Tevammus;x
11487;86;62;0;Lempaboland;x
11488;81;62;0;Baftaxa;x
11489;78;62;0;Fi;x
11490;76;62;0;Wiyyuko;x
11491;71;62;0;Dicme;x
11492;67;62;0;Sucwuczuland;x
11493;64;62;0;Riyamgiqxomlut;x
11494;63;62;0;Faqemu;x
11495;62;62;0;Fec;x
11496;52;62;0;Yezixmisotve;x
11497;51;62;0;Zaxa;x
11498;38;62;0;Haqirtabab;x
11499;36;62;0;Riydogi;x
11500;29;62;0;Feztafmulijli;x
11501;21;62;0;Doswihqinju;x
11502;17;62;0;Becjuqo;x
11503;8;62;0;Yole;x
11504;6;62;0;Pefed;x
11505;5;62;0;Mumdaxze;x
11506;2;62;0;Kun;x
11507;255;61;0;Zakajupve;x
11508;253;61;0;Xu;x
11509;252;61;0;Hodanuhdiv;x
11510;247;61;0;Revwoqbod;x
11511;246;61;0;Pezxog;x
11512;243;61;0;Teliqeb;x
11513;242;61;0;Gatye;x
11514;225;61;0;Yihiwejkef;x
11515;223;61;0;Lebwo;x
11516;222;61;0;Nalakgamnos;x
11517;219;61;0;Yayu;x
11518;215;61;0;Hanekvuxland;x
11519;210;61;0;Lowixxepxipuw;x
11520;198;61;0;Jonsiy;x
11521;193;61;0;Denobijzec;x
11522;192;61;0;Ceszaypolkaz;x
11523;186;61;0;Qiwji;x
11524;181;61;0;Yomovonoh;x
11525;180;61;0;Gikpekgoce;x
11526;175;61;0;Fucenersaq;x
11527;159;61;0;Latyena;x
11528;153;61;0;Sebfixi;x
11529;145;61;0;Qirwopawpog;x
11530;138;61;0;Coy;x
11531;130;61;0;Quha;x
11532;126;61;0;Gocdenkeqev;x
11533;125;61;0;Xapu;x
11534;122;61;0;Wiyiwi;x
11535;120;61;0;Fipiwu;x
11536;97;61;0;Tusruc;x
11537;94;61;0;Soyvaqacland;x
11538;93;61;0;Wafera;x
11539;88;61;0;Xodonuqca;x
11540;76;61;0;Nevo;x
11541;74;61;0;Besike;x
11542;73;61;0;Dutrevji;x
11543;72;61;0;Xiso;x
11544;71;61;0;Bohwa;x
11545;64;61;0;Wavazo;x
11546;63;61;0;Rexcejbil;x
11547;56;61;0;Nusjico;x
11548;40;61;0;Lujbikah;x
11549;35;61;0;Cavomnu;x
11550;32;61;0;Pizrop;x
11551;29;61;0;Cihoxzez;x
11552;3;61;0;Kehhujaland;x
11553;2;61;0;Gezavajfa;x
11554;0;61;0;Qujyapa;x
11555;254;60;0;Weyqi;x
11556;253;60;0;Gaqcebpox;x
11557;247;60;0;Hekyukrehzo;x
11558;238;60;0;Hiland;x
11559;235;60;0;Jizsexkive;x
11560;231;60;0;Suqakuxwo;x
11561;225;60;0;Dayhaqu;x
11562;221;60;0;Hatasdabekze;x
11563;213;60;0;Lisqaxmuheyland;x
11564;208;60;0;Gesiwadtev;x
11565;202;60;0;Fundihciz;x
11566;198;60;0;Janijfitqu;x
11567;197;60;0;Niqya;x
11568;195;60;0;Xogifuca;x
11569;194;60;0;Wabyeb;x
11570;191;60;0;Sikorerland;x
11571;188;60;0;Guyewfifrab;x
11572;186;60;0;Kutaze;x
11573;181;60;0;Pidxoland;x
11574;177;60;0;Gebliyoh;x
11575;171;60;0;Xexquqnaszo;x
11576;164;60;0;Coxcudpewsi;x
11577;154;60;0;Purev;x
11578;152;60;0;Dohjosetox;x
11579;149;60;0;Sixikah;x
11580;138;60;0;Fovaqes;x
11581;137;60;0;Qogcice;x
11582;127;60;0;Boducliczeland;x
11583;125;60;0;Duvap;x
11584;124;60;0;Tasqegad;x
11585;118;60;0;Xu;x
11586;117;60;0;Pupdekocu;x
11587;113;60;0;Cuqpevwicujiv;x
11588;110;60;0;Rocver;x
11589;105;60;0;Qujey;x
11590;103;60;0;Xopofnod;x
11591;102;60;0;Vidabzaz;x
11592;86;60;0;Bihondeland;x
11593;84;60;0;Lohtoxes;x
11594;78;60;0;Tujxacipho;x
11595;71;60;0;Rakkahdewud;x
11596;69;60;0;Gucati;x
11597;68;60;0;Xaricoxzisfe;x
11598;65;60;0;Qegovva;x
11599;64;60;0;Lepru;x
11600;63;60;0;Jusritafqolpu;x
11601;58;60;0;Reba;x
11602;53;60;0;Quc;x
11603;42;60;0;Todhixiyga;x
11604;41;60;0;Fikze;x
11605;38;60;0;Codotkagracbuq;x
11606;34;60;0;La;x
11607;32;60;0;Tuqmibuzsub;x
11608;26;60;0;Qote;x
11609;25;60;0;Muhatevu;x
11610;14;60;0;Neyqotbej;x
11611;10;60;0;Muzsupguwbuland;x
11612;248;59;0;Zilgimawqid;x
11613;242;59;0;Tomo;x
11614;240;59;0;Bigfemay;x
11615;239;59;0;Fusexkihgilox;x
11616;227;59;0;Dixmonasoh;x
11617;222;59;0;Gijuki;x
11618;217;59;0;Kafoycux;x
11619;216;59;0;Hutqac;x
11620;213;59;0;Jipepa;x
11621;204;59;0;Jib;x
11622;203;59;0;Xinfeje;x
11623;198;59;0;Lesi;x
11624;187;59;0;Juxhuvefe;x
11625;184;59;0;Datuluwazteland;x
11626;178;59;0;Fexdiyveq;x
11627;176;59;0;Xupozaypivor;x
11628;175;59;0;Tergumulil;x
11629;171;59;0;Nideveti;x
11630;162;59;0;Hudamupu;x
11631;149;59;0;Jo;x
11632;136;59;0;Qujoflit;x
11633;134;59;0;Kahyogtoh;x
11634;132;59;0;Cetpayge;x
11635;125;59;0;Nigobla;x
11636;121;59;0;Ziderevyet;x
11637;119;59;0;Dogiyiwok;x
11638;117;59;0;Yutazzih;x
11639;111;59;0;Cinarikland;x
11640;108;59;0;Wera;x
11641;106;59;0;Zitisaj;x
11642;102;59;0;Rissiypeh;x
11643;101;59;0;Ximojul;x
11644;100;59;0;Kajiba;x
11645;92;59;0;Foldidca;x
11646;90;59;0;Vuluqma;x
11647;86;59;0;Tujbor;x
11648;70;59;0;Lidejasdokrat;x
11649;67;59;0;Jewumgi;x
11650;62;59;0;Tusqaclefoqland;x
11651;58;59;0;Liye;x
11652;56;59;0;So;x
11653;51;59;0;Rupuqolu;x
11654;45;59;0;Latabland;x
11655;42;59;0;Filand;x
11656;41;59;0;Xenizquboh;x
11657;34;59;0;Deyewuxig;x
11658;33;59;0;Leseheha;x
11659;30;59;0;Rosijvicsi;x
11660;27;59;0;Hutneyuyup;x
11661;26;59;0;Hajpopbosqo;x
11662;25;59;0;Rehzav;x
11663;23;59;0;Hiwfuyoboc;x
11664;22;59;0;Xamubegi;x
11665;10;59;0;Ro;x
11666;9;59;0;Yedutbu;x
11667;0;59;0;Yahpawvo;x
11668;255;58;0;Fapu;x
11669;254;58;0;Gavikajevay;x
11670;253;58;0;Vafdifgis;x
11671;251;58;0;Dunahvisivu;x
11672;245;58;0;Dippiq;x
11673;242;58;0;Jubiwe;x
11674;236;58;0;Wepe;x
11675;234;58;0;Hoqzufmurvu;x
11676;231;58;0;Peko;x
11677;227;58;0;Ku;x
11678;221;58;0;Boqaland;x
11679;213;58;0;Faqhulu;x
11680;211;58;0;Riqlexxa;x
11681;203;58;0;Requdajpir;x
11682;201;58;0;Tejgufov;x
11683;182;58;0;Rawoji;x
11684;169;58;0;Rud;x
11685;167;58;0;Vuxoxu;x
11686;161;58;0;Dofxe;x
11687;159;58;0;Hicayayjil;x
11688;158;58;0;Voceya;x
11689;146;58;0;Luwerrib;x
11690;142;58;0;Pevgu;x
11691;134;58;0;Qerdewigahi;x
11692;122;58;0;Rewirpop;x
11693;113;58;0;Koxjatovjil;x
11694;112;58;0;Xakjisho;x
11695;108;58;0;Vorecsup;x
11696;93;58;0;Monacmejdo;x
11697;88;58;0;Mumimeland;x
11698;86;58;0;Zonurize;x
11699;74;58;0;Molapmilela;x
11700;72;58;0;Qasuland;x
11701;71;58;0;Zili;x
11702;68;58;0;Fafuzra;x
11703;58;58;0;Hilfawiwtecif;x
11704;53;58;0;Quqaqe;x
11705;48;58;0;Fakmixeja;x
11706;46;58;0;Mikbub;x
11707;45;58;0;Yosay;x
11708;37;58;0;Totquqab;x
11709;36;58;0;Defom;x
11710;31;58;0;Bacxunuyminland;x
11711;28;58;0;Qohlu;x
11712;22;58;0;Wixaw;x
11713;8;58;0;Zateratice;x
11714;5;58;0;Wunhud;x
11715;1;58;0;Cotufwuq;x
11716;254;57;0;Vitiqiqag;x
11717;248;57;0;Rumib;x
11718;239;57;0;Govqoj;x
11719;231;57;0;Mebfewuyxiko;x
11720;222;57;0;Givugoland;x
11721;221;57;0;Zepa;x
11722;214;57;0;Heffifwa;x
11723;201;57;0;Covqisub;x
11724;200;57;0;Cuppuk;x
11725;197;57;0;Lokkozew;x
11726;195;57;0;Canihi;x
11727;191;57;0;Hobi;x
11728;185;57;0;Firohozasxu;x
11729;182;57;0;Cadukankisuc;x
11730;180;57;0;Gigagjiqay;x
11731;173;57;0;Gojduno;x
11732;171;57;0;Dexwanqosxu;x
11733;164;57;0;Gutuland;x
11734;160;57;0;Yuzfa;x
11735;157;57;0;Pamnofe;x
11736;156;57;0;Risedsoglu;x
11737;155;57;0;Japoqofa;x
11738;144;57;0;Lixkej;x
11739;143;57;0;Javnuje;x
11740;139;57;0;Pajrolzizxikod;x
11741;137;57;0;Yawake;x
11742;136;57;0;Niwocoyov;x
11743;134;57;0;Tewivegxif;x
11744;132;57;0;Zugiwtu;x
11745;128;57;0;Jaqpuxa;x
11746;114;57;0;Vapjuk;x
11747;93;57;0;Da;x
11748;86;57;0;Yugu;x
11749;82;57;0;Jusejxu;x
11750;80;57;0;Qeqsatguqfo;x
11751;77;57;0;Jupufa;x
11752;69;57;0;Nikretxuyow;x
11753;63;57;0;Zexfozin;x
11754;62;57;0;Bedcajzif;x
11755;56;57;0;Wufcujjikrif;x
11756;53;57;0;Zovlehpey;x
11757;46;57;0;Zanugo;x
11758;44;57;0;Mirepland;x
11759;32;57;0;Wowkuv;x
11760;30;57;0;Bakas;x
11761;25;57;0;Jidxoqetfajko;x
11762;23;57;0;Pewen;x
11763;22;57;0;Yeyipichiya;x
11764;10;57;0;Gahvayzoskaj;x
11765;4;57;0;Bofyod;x
11766;244;56;0;Fu;x
11767;241;56;0;Nekcabako;x
11768;239;56;0;Zoxit;x
11769;238;56;0;Rimlo;x
11770;236;56;0;Gowraccove;x
11771;234;56;0;Fedle;x
11772;229;56;0;Tiru;x
11773;227;56;0;Cebeba;x
11774;221;56;0;Yay;x
11775;217;56;0;Coxgav;x
11776;216;56;0;Hokyihje;x
11777;208;56;0;Zohheqod;x
11778;196;56;0;Jehza;x
11779;189;56;0;Cirdawfala;x
11780;185;56;0;Bocubsog;x
11781;183;56;0;Qidxarvejhu;x
11782;181;56;0;Mexastiv;x
11783;176;56;0;Miymoqa;x
11784;174;56;0;Loqfofaqu;x
11785;170;56;0;Vusli;x
11786;166;56;0;Vaysutaq;x
11787;165;56;0;Cineyuh;x
11788;156;56;0;Gubo;x
11789;139;56;0;Qabud;x
11790;132;56;0;Rudborje;x
11791;131;56;0;Futis;x
11792;126;56;0;Lupegvogso;x
11793;124;56;0;Tohupnefukjaz;x
11794;120;56;0;Pivu;x
11795;118;56;0;Zufgodgec;x
11796;108;56;0;Zeze;x
11797;107;56;0;Zewvechodha;x
11798;106;56;0;Yovoge;x
11799;81;56;0;Zaq;x
11800;76;56;0;Remxibe;x
11801;71;56;0;Raqloghaw;x
11802;67;56;0;Sivjife;x
11803;65;56;0;Huqcosfahmave;x
11804;64;56;0;Qewzudpun;x
11805;61;56;0;Fatirqumku;x
11806;58;56;0;Sowolsorland;x
11807;54;56;0;Nemoland;x
11808;48;56;0;Cubqoygus;x
11809;27;56;0;Tatabzep;x
11810;26;56;0;Kevu;x
11811;24;56;0;Gilvawdogu;x
11812;7;56;0;Caqegufesland;x
11813;3;56;0;Qakdipu;x
11814;1;56;0;Guzenbiz;x
11815;255;55;0;Vusdisic;x
11816;250;55;0;Romhafem;x
11817;243;55;0;Feqwig;x
11818;240;55;0;Xoridsana;x
11819;239;55;0;Cacoh;x
11820;235;55;0;Sixyipzup;x
11821;228;55;0;Peccuqcoqip;x
11822;226;55;0;Jato;x
11823;225;55;0;Buxecopem;x
11824;223;55;0;Cokcovownoj;x
11825;213;55;0;Buxowuwenap;x
11826;212;55;0;Lezuhoxmuy;x
11827;202;55;0;Fojvuxay;x
11828;194;55;0;Pijhanude;x
11829;191;55;0;Hultoxfalim;x
11830;190;55;0;Royelkedlolyay;x
11831;183;55;0;Wapmutqiqqa;x
11832;180;55;0;Viwa;x
11833;177;55;0;Zabiland;x
11834;175;55;0;Hogud;x
11835;172;55;0;Gizafla;x
11836;153;55;0;Wiweqvipe;x
11837;112;55;0;Su;x
11838;108;55;0;Powudcerqig;x
11839;104;55;0;Pezkihxig;x
11840;103;55;0;Teksefah;x
11841;95;55;0;Zogewex;x
11842;85;55;0;Rernehix;x
11843;84;55;0;Xapexegtiv;x
11844;72;55;0;Giqzuwakpohuv;x
11845;71;55;0;Guva;x
11846;69;55;0;Lucnepi;x
11847;63;55;0;Qekbaxo;x
11848;54;55;0;Zewu;x
11849;52;55;0;Bacecgobni;x
11850;45;55;0;Zisi;x
11851;44;55;0;Defhoryorvuwdej;x
11852;41;55;0;Sudcobuqo;x
11853;40;55;0;La;x
11854;35;55;0;Hosnusab;x
11855;18;55;0;Bocuk;x
11856;17;55;0;Kurvafuqmas;x
11857;16;55;0;Rewlumih;x
11858;6;55;0;Yomse;x
11859;5;55;0;Zadi;x
11860;3;55;0;Govyobuxoci;x
11861;1;55;0;Lapwimhi;x
11862;0;55;0;Wovzokwizi;x
11863;245;54;0;Cejsomob;x
11864;243;54;0;Coqowpukci;x
11865;236;54;0;Fako;x
11866;235;54;0;Kujeb;x
11867;232;54;0;Wuhgo;x
11868;224;54;0;Temparteland;x
11869;222;54;0;Tecbuqvi;x
11870;219;54;0;Zunland;x
11871;210;54;0;Fufnezde;x
11872;208;54;0;Wujugaf;x
11873;206;54;0;Laleb;x
11874;205;54;0;Va;x
11875;203;54;0;Covjuwavu;x
11876;195;54;0;Zajezkoccaklip;x
11877;178;54;0;Wexed;x
11878;172;54;0;Cowe;x
11879;169;54;0;Leza;x
11880;167;54;0;Kimnuyifebil;x
11881;162;54;0;Hitunraz;x
11882;160;54;0;Cuyatwigi;x
11883;157;54;0;Xutmupa;x
11884;156;54;0;Rermiwocpe;x
11885;151;54;0;Jalgagnisowa;x
11886;150;54;0;Sa;x
11887;149;54;0;Yihcugwub;x
11888;146;54;0;Himiriynu;x
11889;145;54;0;Geriphozna;x
11890;144;54;0;Feqehiv;x
11891;141;54;0;Faqufoggakland;x
11892;134;54;0;Wajijxanik;x
11893;131;54;0;Jixasramzamxoh;x
11894;130;54;0;Fosiysipeju;x
11895;126;54;0;Kixu;x
11896;123;54;0;Bemu;x
11897;122;54;0;Zamepvanoy;x
11898;119;54;0;Mevvutyeriru;x
11899;118;54;0;Dijelebwus;x
11900;113;54;0;Xuxoqiri;x
11901;110;54;0;Mokixaqo;x
11902;103;54;0;Sihfeqguland;x
11903;101;54;0;Mirwapiy;x
11904;100;54;0;Hadoxwahi;x
11905;99;54;0;Hahjite;x
11906;98;54;0;Fujjutgefeq;x
11907;92;54;0;Nepu;x
11908;88;54;0;Qiqxonu;x
11909;85;54;0;Pesbi;x
11910;77;54;0;Relipnu;x
11911;68;54;0;Cujzibsaptiland;x
11912;63;54;0;Foniland;x
11913;59;54;0;Rekbavwi;x
11914;57;54;0;Bipezland;x
11915;52;54;0;Cimpinan;x
11916;51;54;0;Yeywihnot;x
11917;50;54;0;Fapitaxu;x
11918;34;54;0;Vofsiz;x
11919;22;54;0;Kawamxuy;x
11920;15;54;0;Vibad;x
11921;9;54;0;Pixizland;x
11922;7;54;0;Yabagu;x
11923;5;54;0;Higippik;x
11924;2;54;0;Hajtowid;x
11925;248;53;0;Yukuve;x
11926;244;53;0;Bi;x
11927;242;53;0;Wontagi;x
11928;238;53;0;Mopzesland;x
11929;228;53;0;Zugjerobland;x
11930;223;53;0;Tokzeyuv;x
11931;220;53;0;Rudiye;x
11932;215;53;0;Pigeveland;x
11933;214;53;0;Quwageb;x
11934;213;53;0;Daholand;x
11935;210;53;0;Dotover;x
11936;208;53;0;Woxtu;x
11937;200;53;0;Puspuc;x
11938;187;53;0;Kawozuqge;x
11939;184;53;0;Kocxayyi;x
11940;179;53;0;Joda;x
11941;178;53;0;Yizfayyalo;x
11942;175;53;0;Vogutnov;x
11943;167;53;0;Quhiz;x
11944;156;53;0;Domuxjoq;x
11945;155;53;0;Qedsojbu;x
11946;154;53;0;Zigzotlol;x
11947;152;53;0;Koqcojeymo;x
11948;137;53;0;Numwocazah;x
11949;135;53;0;Ticneja;x
11950;115;53;0;Fihlagfinuland;x
11951;114;53;0;Bumcos;x
11952;109;53;0;Zosroyilin;x
11953;92;53;0;Vapus;x
11954;89;53;0;Nutiqo;x
11955;86;53;0;Tidizaland;x
11956;85;53;0;Mehjurtah;x
11957;80;53;0;Ca;x
11958;77;53;0;Veyqicis;x
11959;74;53;0;Kavne;x
11960;71;53;0;Yituscaqpex;x
11961;70;53;0;Sahawqeland;x
11962;68;53;0;Kisu;x
11963;63;53;0;Gopapnusu;x
11964;56;53;0;Gagwabil;x
11965;53;53;0;Dowsejob;x
11966;51;53;0;Heya;x
11967;49;53;0;Pusaseghuland;x
11968;41;53;0;Zulhogubqeyapland;x
11969;39;53;0;Loro;x
11970;31;53;0;Dohro;x
11971;27;53;0;Kiceqoj;x
11972;24;53;0;Xukpe;x
11973;22;53;0;Renwoye;x
11974;17;53;0;Jina;x
11975;16;53;0;Vudhevle;x
11976;3;53;0;Kocculxowilvu;x
11977;1;53;0;Fawqimkezdus;x
11978;255;52;0;Cikal;x
11979;254;52;0;Qu;x
11980;252;52;0;Giya;x
11981;250;52;0;Kucawdoxgem;x
11982;248;52;0;Vakrululand;x
11983;247;52;0;Xobot;x
11984;242;52;0;Reggew;x
11985;240;52;0;Mawaqfih;x
11986;239;52;0;Sojtul;x
11987;237;52;0;Dahsiyexid;x
11988;224;52;0;Disima;x
11989;221;52;0;Kixijuvruz;x
11990;205;52;0;Ledaqiq;x
11991;197;52;0;Lokxaki;x
11992;196;52;0;Wehiyligof;x
11993;190;52;0;Wafwaj;x
11994;189;52;0;Vocpahgolcoy;x
11995;185;52;0;Vaydomwildo;x
11996;181;52;0;Kasmakjinis;x
11997;177;52;0;Foqo;x
11998;171;52;0;Lovuh;x
11999;164;52;0;Buhcaqhexwe;x
12000;162;52;0;Poxakze;x
12001;155;52;0;Dopic;x
12002;152;52;0;Wadceylu;x
12003;150;52;0;Ye;x
12004;147;52;0;Govye;x
12005;145;52;0;Teteb;x
12006;141;52;0;Fucax;x
12007;139;52;0;Peyebyecow;x
12008;128;52;0;Niyruqe;x
12009;124;52;0;Yecewopi;x
12010;109;52;0;Hudjero;x
12011;106;52;0;Xixtokgilgux;x
12012;105;52;0;Loja;x
12013;96;52;0;Xevze;x
12014;94;52;0;Labpaliy;x
12015;89;52;0;Cotgum;x
12016;86;52;0;Ruyoyuland;x
12017;83;52;0;Fofir;x
12018;78;52;0;Vubis;x
12019;76;52;0;Kexzu;x
12020;71;52;0;Tecoghepob;x
12021;67;52;0;Pijav;x
12022;65;52;0;Peyrobesosjem;x
12023;62;52;0;Vafigham;x
12024;39;52;0;Le;x
12025;28;52;0;Virotsa;x
12026;26;52;0;Potedland;x
12027;15;52;0;Ducsidav;x
12028;12;52;0;Yafmaw;x
12029;255;51;0;Joqtam;x
12030;249;51;0;Jiqeland;x
12031;248;51;0;Rugtorviland;x
12032;246;51;0;Jefsupjovzu;x
12033;239;51;0;Xozluswetopwud;x
12034;233;51;0;Huguvge;x
12035;232;51;0;Wiylejac;x
12036;231;51;0;Yitxoyqe;x
12037;227;51;0;Fizitguflu;x
12038;224;51;0;Weqnezhacosland;x
12039;222;51;0;Joqtotuland;x
12040;221;51;0;Ponre;x
12041;217;51;0;Wulesland;x
12042;214;51;0;Hogpubodu;x
12043;209;51;0;Vebavcazavud;x
12044;207;51;0;Rituyqob;x
12045;200;51;0;Filcatas;x
12046;196;51;0;Loviwliqeland;x
12047;183;51;0;Hempu;x
12048;179;51;0;Bovzow;x
12049;174;51;0;Yamuno;x
12050;171;51;0;Yufmowexa;x
12051;169;51;0;Tixcu;x
12052;164;51;0;Howo;x
12053;163;51;0;Pomubpe;x
12054;162;51;0;Pexmoste;x
12055;161;51;0;Kixaceno;x
12056;159;51;0;Rupi;x
12057;156;51;0;Fuqan;x
12058;152;51;0;Kipiqbe;x
12059;140;51;0;Feres;x
12060;136;51;0;Vuwenta;x
12061;134;51;0;Paglebqa;x
12062;124;51;0;Funwa;x
12063;116;51;0;Gagiszipvo;x
12064;115;51;0;Pajpoyoqme;x
12065;113;51;0;Waxonxizvexdiland;x
12066;112;51;0;Wuymibe;x
12067;109;51;0;Wivefug;x
12068;104;51;0;Xeye;x
12069;101;51;0;Gulqijaxu;x
12070;100;51;0;Kocawpo;x
12071;82;51;0;Gazum;x
12072;78;51;0;Lugzis;x
12073;75;51;0;Dimpaheland;x
12074;73;51;0;Peco;x
12075;62;51;0;Capigbe;x
12076;61;51;0;Qasreriq;x
12077;60;51;0;Wakcetkobce;x
12078;43;51;0;Cekiqniland;x
12079;42;51;0;Dunuros;x
12080;37;51;0;Jugbinatmutziv;x
12081;35;51;0;Qige;x
12082;34;51;0;Wuqex;x
12083;29;51;0;Hewebenzev;x
12084;24;51;0;Bobkeko;x
12085;19;51;0;Yo;x
12086;15;51;0;Lopqocajxay;x
12087;14;51;0;Pamvuronkeland;x
12088;13;51;0;Hifgex;x
12089;8;51;0;Fufsin;x
12090;3;51;0;Wajzoze;x
12091;1;51;0;Mulyijland;x
12092;0;51;0;Dexola;x
12093;255;50;0;Wefolupuw;x
12094;251;50;0;Jasimturjo;x
12095;245;50;0;Lefuzzak;x
12096;219;50;0;Zuqqoland;x
12097;216;50;0;Yofpu;x
12098;213;50;0;Cuyobsebme;x
12099;201;50;0;Zuhigxov;x
12100;197;50;0;Xahasi;x
12101;193;50;0;Torjitvu;x
12102;191;50;0;Gegaqno;x
12103;183;50;0;Wexi;x
12104;182;50;0;Vale;x
12105;180;50;0;Beklohzek;x
12106;177;50;0;Wuza;x
12107;174;50;0;Vusmuzxigojmad;x
12108;168;50;0;Samtidorter;x
12109;165;50;0;Kowwopwaxdi;x
12110;156;50;0;Lirbarfamyixiy;x
12111;153;50;0;Rugi;x
12112;149;50;0;Biwewavlexjis;x
12113;148;50;0;Gekokef;x
12114;142;50;0;Roye;x
12115;132;50;0;Qetsoleqa;x
12116;128;50;0;Xu;x
12117;119;50;0;Wixujhix;x
12118;117;50;0;Yazicvezgu;x
12119;106;50;0;Bowimolgu;x
12120;100;50;0;Homuvajwo;x
12121;94;50;0;Ledgujfi;x
12122;91;50;0;Cosubuvmoland;x
12123;89;50;0;Hemlovvahcu;x
12124;81;50;0;Jikpipal;x
12125;77;50;0;Tagcimohi;x
12126;70;50;0;Sozabijid;x
12127;67;50;0;Gusbezeto;x
12128;66;50;0;Bufafziqzi;x
12129;60;50;0;Fedabu;x
12130;58;50;0;Bathuyol;x
12131;53;50;0;Yuffix;x
12132;41;50;0;Jigoflundos;x
12133;38;50;0;Yaggebyin;x
12134;37;50;0;Qorhorazup;x
12135;33;50;0;Sezabkatwenland;x
12136;32;50;0;Pibnibijha;x
12137;22;50;0;Gecaxsa;x
12138;14;50;0;Dux;x
12139;4;50;0;Kifojepvag;x
12140;3;50;0;Xagyufos;x
